trial,complexity,formation,numBusts,activeSlots,numCards,estCombos,capped,totalNodes,bestScore,maxRating,rcMode,rcUsed,ubRating,rcVsUb,ms,finalFoundAt,numImprovements,preset
10,complex,4-2-2-2,0,11,56,4064256000,True,3000002,153,96,auto,96,96,exact,5613.5,316010,7,4
11,complex,4-2-3-1 (2),0,11,55,2679075000,True,3000002,150,96,auto,96,96,exact,5074,2687213,4,4
12,complex,4-4-2,1,10,47,3704778000,True,3000002,145,95,auto,95,95,exact,4688.399999999907,968558,6,4
13,complex,4-3-3 (4),1,10,49,3538080000,True,3000002,144,94,auto,95,95,exact,5370.5,1665097,8,4
14,complex,4-5-1,1,10,49,2284339200,True,3000002,146,96,auto,96,96,exact,5157.199999999953,1347317,6,4
15,complex,4-4-2,0,11,58,2597186592,True,3000002,152,95,auto,95,95,exact,5084,4029,4,4
16,complex,5-3-2,0,11,53,15278422500,True,3000002,151,96,auto,96,96,exact,5268.199999999953,1577788,6,4
17,complex,4-5-1 (2),0,11,52,2722734000,True,3000002,146,95,auto,95,95,exact,4266.09999999986,4203,3,4
18,complex,3-5-2,0,11,53,1084079700,True,3000002,146,94,auto,94,94,exact,5043.100000000093,3358,4,4
19,complex,3-5-2,1,10,50,8004150000,True,3000002,147,96,auto,96,96,exact,5149.09999999986,64106,6,4
0,complex,4-4-1-1 (2),0,11,65,12615680000,True,3000002,151,96,auto-jitter,98,96,above,5691.699999999953,7518,5,5
1,complex,4-3-1-2,0,11,67,5689687500,True,3000002,149,95,auto-jitter,93,95,below,4115.600000000093,289937,7,5
2,complex,4-1-4-1,0,11,59,10762752000,True,3000002,148,93,auto-jitter,96,93,above,5028.800000000047,71379,3,5
3,complex,5-2-1-2,0,11,60,12421693440,True,3000002,152,97,auto-jitter,95,97,below,4356.100000000093,764218,6,5
4,complex,4-4-1-1 (2),0,11,62,1304174592,True,3000002,151,96,auto-jitter,95,96,below,4615.899999999907,370741,6,5
5,complex,4-5-1 (2),0,11,66,2689860096,True,3000002,149,96,auto-jitter,98,96,above,5235,2412183,7,5
6,complex,4-1-2-1-2,0,11,63,3951763200,True,3000002,149,96,auto-jitter,98,96,above,5341.5,309610,5,5
7,complex,4-3-1-2,0,11,68,3224862720,True,3000002,150,96,auto-jitter,96,96,exact,5032,2373404,8,5
8,complex,4-4-2 (2),0,11,62,12084428070,True,3000002,153,96,auto-jitter,98,96,above,5610,71375,5,5
9,complex,5-3-2,0,11,61,1844760540,True,3000002,152,96,auto-jitter,95,96,below,5527.5,204,6,5
10,complex,4-5-1,0,11,68,1789820928,True,3000002,148,96,auto-jitter,97,96,above,5441.59999999986,250218,5,5
11,complex,3-1-4-2,0,11,56,10979020800,True,3000002,149,96,auto-jitter,99,96,above,5234,1827219,5,5
12,complex,4-5-1,0,11,59,1125869472,True,3000002,150,95,auto-jitter,95,95,exact,4993.799999999814,40752,5,5
13,complex,4-3-3 (2),0,11,65,5611205600,True,3000002,152,96,auto-jitter,94,96,below,5558.799999999814,1092847,6,5
14,complex,3-4-2-1,0,11,55,10321920000,True,3000002,151,96,auto-jitter,97,96,above,5506,971014,6,5
15,complex,4-4-1-1 (2),0,11,67,6497501184,True,3000002,150,97,auto-jitter,98,97,above,4977.299999999814,2098733,5,5
16,complex,4-1-2-1-2 (2),0,11,56,6975914400,True,3000002,151,95,auto-jitter,93,95,below,4478,641921,6,5
17,complex,3-4-1-2,0,11,65,1150899728,True,3000002,148,95,auto-jitter,96,95,above,5331.699999999953,93,2,5
18,complex,3-4-2-1,0,11,62,1382774400,True,3000002,152,97,auto-jitter,100,97,above,5787.300000000047,2545,5,5
19,complex,5-3-2,0,11,62,17915904000,True,3000002,150,97,auto-jitter,98,97,above,4853.600000000093,696737,5,5
0,complex,4-4-2 (2),0,11,77,2271360000,True,4000002,150,96,auto,96,96,exact,6848.200000000186,134276,7,6
1,complex,5-2-1-2,0,11,73,3083246208,True,4000002,152,97,auto,98,98,exact,6850.5,72223,8,6
2,complex,3-5-2,0,11,70,3176830800,True,4000002,150,96,auto,96,96,exact,7880.399999999907,141555,6,6
3,complex,3-4-3,0,11,74,12130560000,True,4000002,151,96,auto,96,96,exact,6917.300000000047,135109,4,6
4,complex,3-5-2,0,11,65,1946880000,True,4000002,151,96,auto,96,96,exact,7046.899999999907,620207,4,6
5,complex,5-4-1,0,11,78,1093925520,True,4000002,150,96,auto,96,96,exact,6850.5,270715,5,6
6,complex,3-4-1-2,0,11,69,3006442656,True,4000002,152,97,auto,97,97,exact,7048.40000000014,3495430,5,6
7,complex,4-3-3 (2),0,11,68,1235066880,True,4000002,151,97,auto,97,97,exact,6443.300000000047,3934416,4,6
8,complex,4-3-3,0,11,72,7768780800,True,4000002,151,96,auto,96,96,exact,6767.100000000093,110280,5,6
9,complex,4-1-4-1,0,11,74,2881992960,True,4000002,151,96,auto,96,96,exact,6934.199999999953,39365,6,6
10,complex,4-3-2-1,0,11,78,6276340224,True,4000002,151,97,auto,97,97,exact,6523.90000000014,2558940,6,6
11,complex,4-2-3-1 (2),0,11,71,1796256000,True,4000002,152,97,auto,97,97,exact,6795.800000000047,201473,5,6
12,complex,3-5-2,0,11,67,1561560000,True,4000002,150,96,auto,96,96,exact,6868.5,217749,8,6
13,complex,5-3-2,0,11,71,10484255232,True,4000002,150,97,auto,97,97,exact,6861.899999999907,2427988,6,6
14,complex,4-2-3-1 (2),0,11,70,2838551040,True,4000002,148,96,auto,96,96,exact,6985.899999999907,8199,5,6
15,complex,4-3-3 (2),0,11,75,2264458560,True,4000002,152,96,auto,96,96,exact,7103.5,5569,4,6
16,complex,5-4-1,0,11,74,6358000000,True,4000002,151,96,auto,96,96,exact,6922.500000000233,466905,7,6
17,complex,4-2-3-1,0,11,70,1669264000,True,4000002,151,96,auto,96,96,exact,6834.5,13875,6,6
18,complex,4-2-3-1,0,11,67,1298304000,True,4000002,151,96,auto,96,96,exact,6996.800000000279,6307,4,6
19,complex,5-4-1,0,11,67,5364369465,True,4000002,150,96,auto,96,96,exact,7056.300000000279,1484644,6,6
